,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
1973,s1974,Movie,Elevator Baby,Akhigbe Ilozobhie,"['toyin abraham', 'timini egbuson', 'shaffy bello']",['nigeria'],"June 20, 2020",2019,3,84 min,"Dramas, International Movies","A chance encounter brings a brash, wealthy young man and an underprivileged woman together when they get stuck in an elevator and she goes into labor."
1974,s1975,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,"['leslie bellair', 'brad hyland', 'brody rose']",['united states'],"November 1, 2020",2020,1,28 min,Children & Family Movies,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
1975,s1976,Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,"['brad hyland', 'drew barber', 'ashley roberts']",['united states'],"November 1, 2020",2020,1,27 min,Children & Family Movies,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic."
1976,s1977,Movie,Eli,Ciarán Foy,"['charlie shotwell', 'lili taylor', 'kelly reilly']",['united states'],"October 18, 2019",2019,3,98 min,Horror Movies,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy."
1977,s1978,Movie,Elisa & Marcela,Isabel Coixet,"['natalia de molina', 'greta fernández', 'sara casasnovas']",['spain'],"June 7, 2019",2019,3,119 min,"Dramas, International Movies, LGBTQ Movies","In 1901 Spain, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas. Based on true events."
1978,s1979,TV Show,Elite,,"['danna paola', 'miguel herrán', 'maría pedraza']",['spain'],"March 13, 2020",2020,3,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder."
1979,s1980,Movie,Elizabeth at 90: A Family Tribute,John Bridcut,[],['united kingdom'],"May 22, 2017",2016,2,90 min,Documentaries,A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday.
1980,s1981,Movie,Elizabeth Harvest,Sebastian Gutierrez,"['abbey lee', 'ciarán hinds', 'carla gugino']",['united states'],"August 1, 2020",2019,3,109 min,"Dramas, Sci-Fi & Fantasy","When a young newlywed enters the one chamber in her husband’s mansion that’s off-limits, she faces the horrifying consequences of defying the rules."
1981,s1982,TV Show,Ellen DeGeneres: Relatable,"Joel Gallen, Tig Notaro",['ellen degeneres'],['united states'],"December 18, 2018",2018,3,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way."
1982,s1983,Movie,Elles étaient en guerre (1914-1918),"Fabien Beziat, Hugues Nancy",['nathalie baye'],['france'],"December 31, 2017",2014,3,93 min,"Documentaries, International Movies",Trace the overlapping journeys of exceptional women swept up in World War I and hear their tales of bravery on history's front lines.
1983,s1984,Movie,Elles étaient en guerre 1939-1945,"Hugues Nancy, Fabien Beziat",[],[],"March 1, 2018",2015,3,92 min,"Documentaries, International Movies","Mothers, nurses, soldiers and deportees – these women fought against persecution for freedom and survival amid the turbulence of World War II."
1984,s1985,Movie,Elles ont toutes une histoire,Nils Tavernier,[],[],"December 31, 2017",2016,3,49 min,"Documentaries, International Movies","From Asia, Africa and Latin America, five women share extraordinary stories of strength and determination in the face of violence and inequality."
1985,s1986,Movie,Elliot the Littlest Reindeer,Jennifer Westcott,"['josh hutcherson', 'samantha bee', 'martin short']",['canada'],"November 1, 2020",2018,3,90 min,Children & Family Movies,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts."
1986,s1987,Movie,Elstree 1976,Jon Spira,"['paul blake', 'jeremy bulloch', 'john chapman']",['united kingdom'],"September 6, 2016",2015,3,102 min,Documentaries,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever."
1987,s1988,Movie,Emelie,Michael Thelin,"['sarah bolger', 'joshua rush', 'carly adams']",['united states'],"August 2, 2018",2016,3,82 min,"Horror Movies, Thrillers","A suburban couple hires a new sitter to watch their three kids for the night, unaware that the young woman isn't who she claims to be."
1988,s1989,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,"['sanjay dutt', 'arjun rampal', 'malaika arora']",['india'],"May 15, 2019",2008,3,128 min,"Comedies, Dramas, International Movies",A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
1989,s1990,Movie,Emicida: AmarElo - It’s All For Yesterday,,['emicida'],['brazil'],"December 8, 2020",2020,3,90 min,"Documentaries, International Movies, Music & Musicals","Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture."
1990,s1991,TV Show,Emily in Paris,,"['lily collins', 'philippine leroy-beaulieu', 'ashley park']",['united states'],"October 2, 2020",2020,3,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance."
1991,s1992,TV Show,Emily's Wonder Lab,,"['emily callandrelli', 'sky alexis', 'kennedi butler']",['united states'],"August 25, 2020",2020,1,1 Season,Kids' TV,"Science-loving host Emily Calandrelli makes STEAM fun with activities, demonstrations and at-home experiments that'll make you think — and blow your mind!"
1992,s1993,Movie,Emma' (Mother),Riri Riza,"['cut mini theo', 'christoffer nelwan', 'arman dewarti']",['indonesia'],"October 5, 2018",2016,3,74 min,"Dramas, International Movies","In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life."
1993,s1994,Movie,Emo the Musical,Neil Triffett,"['benson jack anthony', 'jordan hare', 'rahart adams']",['australia'],"February 1, 2018",2016,3,94 min,"Dramas, International Movies, Music & Musicals","Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him."
1994,s1995,TV Show,Emogenius,,['hunter march'],['united states'],"December 15, 2018",2017,3,1 Season,Reality TV,"Two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize."
1995,s1996,TV Show,Empire Games,,"[""jim o'brien""]","['other', 'united states']","October 5, 2018",2018,3,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.
1996,s1997,Movie,Empire of Scents,Kim Nguyen,[],"['canada', 'france', 'italy']","January 1, 2018",2014,3,87 min,"Documentaries, International Movies",This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences.
1997,s1998,Movie,Employee of the Month,Greg Coolidge,"['dane cook', 'jessica simpson', 'dax shepard']",['united states'],"October 1, 2020",2006,3,108 min,"Comedies, Romantic Movies",Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.
1998,s1999,TV Show,Encerrados,,"['luis machín', 'maria merlino', 'fabián vena']",[],"June 18, 2018",2018,3,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","This fictional series tells the stories of what happens to people when they feel caged in, whether physically, psychologically or emotionally."
1999,s2000,Movie,Encounter: The Killing,Ajay Phansekar,"['naseeruddin shah', 'tara deshpande', 'akash khurana']",['india'],"December 31, 2019",2002,3,151 min,"Dramas, Independent Movies, International Movies","After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body."
2000,s2001,TV Show,Encounters with Evil,,['richard lintern'],['united kingdom'],"July 12, 2019",2016,3,1 Season,"British TV Shows, Crime TV Shows, Docuseries","This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals."
2001,s2002,Movie,End Game,"Rob Epstein, Jeffrey Friedman",[],['united states'],"May 4, 2018",2018,3,40 min,Documentaries,"Facing an inevitable outcome, terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death."
2002,s2003,Movie,End of Watch,David Ayer,"['jake gyllenhaal', 'michael peña', 'natalie martinez']",['united states'],"November 23, 2019",2012,3,109 min,Action & Adventure,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence."
2003,s2004,TV Show,Enemigo íntimo,,"['raúl méndez', 'fernanda castillo', 'matias novoa']",[],"August 8, 2018",2018,3,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas","Siblings separated as children who no longer recognize each other are pitted against each other in a war involving drugs, crime and betrayal."
2004,s2005,Movie,Enemy,Denis Villeneuve,"['jake gyllenhaal', 'mélanie laurent', 'sarah gadon']","['canada', 'spain', 'france']","July 15, 2018",2013,3,91 min,"Independent Movies, Thrillers","When a humdrum academic spots his double in a movie, he launches a search that leads him to a small-time actor who looks exactly like him."
2005,s2006,TV Show,Engineering Girls,,"['barkha singh', 'kritika avasthi', 'sejal kumar']",['india'],"October 1, 2019",2018,3,1 Season,"International TV Shows, TV Comedies","Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true."
2006,s2007,Movie,English Babu Desi Mem,Praveen Nischol,"['shah rukh khan', 'sonali bendre', 'rajeshwari']",['india'],"May 1, 2017",1996,3,163 min,"Comedies, Dramas, International Movies","After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him."
2007,s2008,Movie,Enissa Amani: Ehrenwort,Max Amini,['enissa amani'],['germany'],"April 26, 2018",2018,3,66 min,Stand-Up Comedy,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette."
2008,s2009,Movie,Enlighten Us,Jenny Carchman,['james arthur ray'],['united states'],"January 18, 2017",2016,3,93 min,Documentaries,This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers.
2009,s2010,Movie,Enola Holmes,Harry Bradbeer,"['millie bobby brown', 'henry cavill', 'sam claflin']",['united kingdom'],"September 23, 2020",2020,3,124 min,"Action & Adventure, Children & Family Movies, Dramas","While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord."
2010,s2011,TV Show,Entangled,,"['thomas ong', 'jack tan', 'margaret wang']",['south korea'],"August 1, 2017",2014,3,1 Season,"International TV Shows, TV Dramas","When the children of two families become friends, they begin to unravel a horrific crime in the past that already linked their fathers to each other."
2011,s2012,Movie,Entanglement,Jason James,"['thomas middleditch', 'jess weixler', 'diana bang']",['canada'],"December 9, 2018",2018,3,85 min,"Dramas, Independent Movies, Romantic Movies","After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny."
2012,s2013,Movie,Enter the Anime,Alex Burunova,"['kozo morishita', 'yoko takahashi', 'shinji aramaki']","['united states', 'japan']","August 5, 2019",2019,3,59 min,"Documentaries, International Movies","What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers."
2013,s2014,Movie,Enter the Dragon,Robert Clouse,"['bruce lee', 'john saxon', 'jim kelly']","['hong kong', 'united states']","January 1, 2021",1973,3,103 min,"Action & Adventure, Classic Movies","Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord."
2014,s2015,Movie,Enter the Warriors Gate,Matthias Hoene,"['jeff daniels', ""jack o'connell"", 'michelle dockery']","['france', 'canada', 'china']","August 5, 2017",2016,3,105 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","An avid gamer is magically transported to ancient China, where he must become a warrior in order to save the princess from an evil warlord."
