,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,tconst
3375,s3376,Movie,kill bill: vol. 1,Quentin Tarantino,"['uma thurman', 'lucy liu', 'vivica a. fox']","['united states', 'japan']","January 1, 2020",2003,3,111 min,Action & Adventure,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.",14454
3376,s3377,Movie,kill bill: vol. 2,Quentin Tarantino,"['uma thurman', 'david carradine', 'michael madsen']",['united states'],"January 1, 2020",2004,3,137 min,Action & Adventure,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.",457
3387,s3388,Movie,killer klowns from outer space,Stephen Chiodo,"['grant cramer', 'suzanne snyder', 'john allen nelson']",['united states'],"April 1, 2020",1988,3,86 min,"Comedies, Cult Movies, Horror Movies","An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later.",7615
3399,s3400,Movie,king's ransom,Jeffrey W. Byrd,"['anthony anderson', 'jay mohr', 'kellita smith']","['united states', 'canada']","November 1, 2019",2005,3,98 min,"Action & Adventure, Comedies","A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty.",1060
3404,s3405,Movie,kingpin,"Peter Farrelly, Bobby Farrelly","['woody harrelson', 'randy quaid', 'vanessa angel']",['united states'],"January 1, 2020",1996,3,114 min,"Comedies, Cult Movies, Sports Movies","After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.",6776
3413,s3414,Movie,kiss the girls,Gary Fleder,"['morgan freeman', 'ashley judd', 'cary elwes']",['united states'],"January 1, 2020",1997,3,116 min,Thrillers,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,9111
3437,s3438,Movie,kon-tiki,"Joachim Rønning, Espen Sandberg","['pål sverre hagen', 'anders baasmo christiansen', 'tobias santelmann']","['united kingdom', 'other', 'other']","April 26, 2019",2012,3,96 min,"Action & Adventure, Dramas, International Movies","With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.",14560
3442,s3443,Movie,koshish,Gulzar,"['sanjeev kumar', 'jaya bhaduri', 'asrani']",['india'],"December 31, 2019",1972,3,115 min,"International Movies, Romantic Movies",A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.,2887
3460,s3461,Movie,kuch kuch hota hai,Karan Johar,"['shah rukh khan', 'kajol', 'rani mukerji']",['india'],"April 1, 2020",1998,3,185 min,"Comedies, Dramas, International Movies","Per her mother’s last wish, a girl sets out to reunite her father with the college best friend who loved him – only to discover the woman is engaged.",2526
3464,s3465,Movie,kung fu hustle,Stephen Chow,"['stephen chow', 'yuen wah', 'yuen qiu']","['hong kong', 'china', 'united states']","April 1, 2020",2004,3,99 min,"Action & Adventure, Comedies, Cult Movies","Sing, a mobster in 1940s China, longs to be as cool as the formally clad Axe Gang, a band of killers who rule Hong Kong, but can only pretend.",10231
3474,s3475,Movie,kurt & courtney,Nick Broomfield,"['kurt cobain', 'courtney love']",['united kingdom'],"January 8, 2019",1998,3,95 min,"Documentaries, Music & Musicals","This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death.",1365
3477,s3478,Movie,kya kehna,Kundan Shah,"['preity zinta', 'saif ali khan', 'anupam kher']",['india'],"April 1, 2018",2000,3,149 min,"Dramas, International Movies, Romantic Movies",A young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.,12410
3482,s3483,Movie,kyun! ho gaya na,Samir Karnik,"['aishwarya rai bachchan', 'vivek oberoi', 'amitabh bachchan']",['india'],"March 1, 2018",2004,3,165 min,"International Movies, Romantic Movies","Cinematic lovebirds Aishwarya Rai and Vivek Oberoi star in this love story about a sweet young girl, Diya, brought up by her widowed father on a coffee plantation in the village of Coorg.",1141
3487,s3488,Movie,la bamba,Luis Valdez,"['lou diamond phillips', 'esai morales', 'rosanna desoto']",['united states'],"January 1, 2020",1987,3,109 min,"Classic Movies, Dramas, Music & Musicals","The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",11214
3521,s3522,Movie,lagaan,Ashutosh Gowariker,"['aamir khan', 'gracy singh', 'rachel shelley']",['india'],"January 10, 2021",2001,3,224 min,"Dramas, International Movies, Music & Musicals","In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",5881
3524,s3525,Movie,lakshya,Farhan Akhtar,"['amitabh bachchan', 'hrithik roshan', 'preity zinta']",['india'],"December 15, 2019",2004,3,185 min,"Action & Adventure, Dramas, International Movies","After dropping out of the army, a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out.",15600
3533,s3534,TV Show,larva,,[],['other'],"February 1, 2016",2015,1,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,11339
3537,s3538,Movie,last breath,"Alex Parkinson, Richard da Costa",[],"['united kingdom', 'belgium', 'other']","May 6, 2019",2019,3,86 min,"Documentaries, International Movies","A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue, so he tries to save himself.",3284
3550,s3551,TV Show,laws of attraction,,"['wayne chua', 'frederick lee', 'steve yap']",[],"October 16, 2017",2012,3,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs.",16380
3551,s3552,Movie,layer cake,Matthew Vaughn,"['daniel craig', 'colm meaney', 'kenneth cranham']",['united kingdom'],"March 1, 2019",2004,3,105 min,"Independent Movies, International Movies, Thrillers",A seasoned British drug dealer longs to ditch his illegal trade. But he can't do that without wrapping up just one more job.,11468
3559,s3560,Movie,leapfrog: letter factory,Roy Allen Smith,"['joey camen', 'marie danielle', 'mark cacciatore']",['united states'],"April 15, 2020",2003,1,37 min,Children & Family Movies,"In this entertaining installment of the wildly popular early-learning series, Professor Quigley, Leap, Lily and Tad arrive at the magical Letter Factory, where jumbles of sounds are miraculously shaped into letters.",17515
3596,s3597,TV Show,leila,,"['huma qureshi', 'siddharth', 'rahul khanna']",['india'],"June 14, 2019",2019,3,1 Season,"International TV Shows, TV Dramas, TV Mysteries","In a near-future world where an oppressive regime segregates society, one woman skirts the system to search for the daughter taken from her years ago.",310
3621,s3622,TV Show,life,,"['lee dong-wook', 'cho seung-woo', 'won jin-ah']",['south korea'],"September 12, 2018",2018,3,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",4225
3635,s3636,Movie,lifeline,Johnnie To,"['lau ching wan', 'alex fong', 'carman lee']",['hong kong'],"August 16, 2018",1997,3,104 min,"Action & Adventure, International Movies",Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.,4034
3639,s3640,Movie,like water for chocolate,Alfonso Arau,"['marco leonardi', 'lumi cavazos', 'regina torné']",['mexico'],"November 1, 2019",1992,3,105 min,"Classic Movies, Dramas, International Movies","When Pedro marries her sister, Tita throws herself into her cooking – and discovers she can transfer her emotions through the food she prepares.",2443
3651,s3652,Movie,lionheart,Genevieve Nnaji,"['genevieve nnaji', 'nkem owoh', 'pete edochie']",['nigeria'],"January 4, 2019",2018,3,95 min,"Comedies, Dramas, Independent Movies","When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world.",10038
3663,s3664,Movie,little men,Ira Sachs,"['greg kinnear', 'jennifer ehle', 'paulina garcía']","['united states', 'other', 'brazil']","January 12, 2017",2016,3,85 min,"Dramas, Independent Movies",Jake and Tony become friends when Jake's dad inherits a home above Tony's mother's shop. Friendship is tested when Jake's dad raises the shop's rent.,2717
3665,s3666,Movie,little monsters,Richard Greenberg,"['fred savage', 'howie mandel', 'daniel stern']",['united states'],"November 1, 2020",1989,3,102 min,"Children & Family Movies, Comedies","Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends.",12861
3666,s3667,Movie,little nicky,Steve Brill,"['adam sandler', 'patricia arquette', 'harvey keitel']",['united states'],"December 1, 2020",2000,3,90 min,Comedies,"The devil sends his sweet son Nicky to Earth to bring back his scheming siblings, who have plans to oust dear old dad from power.",3085
3692,s3693,TV Show,loaded,,"['jim howick', 'samuel anderson', 'jonny sweet']",['united kingdom'],"April 1, 2018",2017,3,1 Season,"British TV Shows, International TV Shows, TV Comedies",Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.,5613
3699,s3700,TV Show,locked up,,"['maggie civantos', 'najwa nimri', 'carlos hipólito']",['spain'],"July 31, 2020",2020,3,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Manipulated into embezzling funds for her boyfriend and sentenced to prison, a naïve young woman must quickly learn to survive in a harsh new world.",11819
3701,s3702,Movie,loco love,"Fernando Sariñana, José Luis Gutiérrez","['evan deverian', 'melany bennet', 'jordan t. wilson']",['mexico'],"July 30, 2017",2017,3,103 min,"Dramas, Independent Movies, International Movies",A young man and woman fall in love but are threatened to be torn apart by the tensions between their Latino and Caucasian communities in Arizona.,4891
3704,s3705,Movie,logan's run,Michael Anderson,"['michael york', 'richard jordan', 'farrah fawcett']",['united states'],"November 1, 2019",1976,3,118 min,"Action & Adventure, Classic Movies, Cult Movies","In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30.",818
3707,s3708,Movie,lolita,Stanley Kubrick,"['james mason', 'shelley winters', 'peter sellers']","['united kingdom', 'united states']","November 1, 2019",1962,3,153 min,"Classic Movies, Dramas, Romantic Movies","In this black comedy, an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter.",14253
3733,s3734,TV Show,lost in space,,"['molly parker', 'toby stephens', 'max jenkins']",['united states'],"December 24, 2019",2019,3,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",6268
3741,s3742,TV Show,love & anarchy,,"['ida engvoll', 'björn mosten', 'carla sehn']",['other'],"November 4, 2020",2020,3,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.,12950
3763,s3764,Movie,love jones,Theodore Witcher,"['larenz tate', 'nia long', 'isaiah washington']",['united states'],"November 1, 2019",1997,3,109 min,"Comedies, Dramas, Independent Movies","In this urban romantic comedy set in Chicago, the ups and downs of courtship play out between a young black poet and a pretty shutterbug.",7242
3766,s3767,TV Show,love me or leave me,,"['ann hsu', 'chris wang', 'alan kuo']",['taiwan'],"November 1, 2016",2012,3,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When a marriage-phobic woman hires a seductress to test how faithful her eager-to-wed boyfriend is, her plan takes an unexpected turn.",17072
3789,s3790,TV Show,lovesick,,"['kongyingyong chonlathorn', 'phumphothingam nawat', 'luangsodsai anupart']",[],"September 3, 2018",2014,3,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Love and academics get complicated at an all-male college that happens to be located next to an all-female high school.,12516
